Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2021,Nissan,Sentra SV,FWD,29,39,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Brilliant Silver Metallic,Charcoal,False,3N1AB8CV5MY253107,22442A,6819
2017,Buick,Encore Essence,FWD,25,33,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Summit White,Shale,True,KL4CJCSB2HB103117,B088747A,6820
2017,Mercedes-Benz,E-Class E 300 4MATIC,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Selenite Gray Metallic,Black,True,WDDZF4KB6HA051879,H05945,6821
2015,Acura,RDX Technology Package,AWD,19,27,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,Graphite Luster Metallic,Parchment,True,5J8TB4H5XFL020604,NL048484B,6822
2019,Lexus,IS 300 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Atomic Silver,Black,True,JTHC81D29K5037012,00P26419,6823
2010,Scion,tC Base,FWD,21,29,Gasoline,Automatic,4 Cylinder Engine,Sizzling Crimson Mica,Charcoal,True,JTKDE3B74A0303713,A0303713STK,6824
2019,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Silver,Black,True,5UXTR9C54KLE14741,22895331,6825
2022,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Snow White Pearl,Black,True,KNDPM3AC0N7969616,230128A,6826
2019,Audi,SQ5 Premium Plus,AWD,19,24,Gasoline,Automatic,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,Azores Green Metallic,Gray,True,WA1B4AFY0K2073287,K2073287,6827
2020,Lexus,ES 350 F Sport,FWD,22,31,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Atomic Silver,Â,True,58AGZ1B10LU080661,LU080661,6828
2016,Infiniti,Q50 3.0T Red Sport 400,RWD,19,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Gray,Stone,True,JN1FV7AP7GM421297,GM421297,6829
2020,Ram,1500 Rebel,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Gray,Red / Black,True,1C6SRFLT8LN287156,22968777,6830
2019,Land,Rover Range Rover 5.0L V8 Supercharged,4WD,16,21,Gasoline,Automatic,V8,Fuji White,Ebony,True,SALGS5RE3KA556300,10422C,6831
2018,Mercedes-Benz,E-Class E 300,RWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gray Metallic,Macchiato Beige,True,WDDZF4JB4JA345014,104151,6832
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBG8KC618802,131754,6833
2021,Mercedes-Benz,AMG GLE 53 Base,AWD,18,22,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black,Classic Red,True,4JGFB6BB6MA434991,434991DC,6834
2020,Kia,Sportage LX,AWD,22,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Pacific Blue,Black,True,KNDPMCAC9L7667271,SC180A,6835
2020,Toyota,RAV4 LE,AWD,27,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Ruby Flare Pearl,Black,True,2T3F1RFV4LW095841,WU26614,6836
2019,Lexus,IS 300 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Caviar,Flaxen,True,JTHC81D23K5039936,226130A,6837
2019,Chevrolet,Traverse LT Cloth,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Mosaic Black Metallic,Jet Black,True,1GNEVGKW5KJ290855,U92602X,6838
2020,Kia,Sportage S,AWD,22,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Steel Gray,Black,False,KNDP6CAC4L7772178,KU2016596,6839
2018,Toyota,RAV4 LE,AWD,22,28,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Black,Black,True,2T3BFREV5JW762057,A161122,6840
2019,Gmc,Acadia SLT-1,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Summit White,Jet Black,True,1GKKNULS3KZ154932,154932,6841
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Parchment,True,JM3KFBDM4K0697912,VP0186,6842
2018,Alfa,Romeo Giulia Ti,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Alfa White,Sport,True,ZARFAECN3J7593217,J7593217,6843
2019,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Deep Crystal Blue Mica,Black,True,JM3KFADM0K1562768,Z1278A,6844
2018,Toyota,RAV4 XLE,FWD,23,30,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Magnetic Gray Metallic,Ash,True,JTMWFREV6JD112085,99481,6845
2019,Subaru,Outback 3.6R Limited,AWD,20,27,Gasoline,CVT,3.6L H6 24V MPFI DOHC,Tungsten Metallic,Ivory,True,4S4BSENC5K3326621,H221594B,6846
2018,Bmw,530 i,RWD,24,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Glacier Silver Metallic,Black,True,WBAJA5C56JG900218,JG900218I,6847
2022,Subaru,BRZ Limited,RWD,20,27,Gasoline,Manual,2.4L H4 16V PDI DOHC,Wr Blue Pearl,Black,True,JF1ZDBE17N9702463,19245P,6848
2019,Jeep,Wrangler Unlimited Sahara,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Clearcoat,Black,True,1C4HJXEN0KW616956,BB55353,6849
2017,Mercedes-Benz,E-Class E 400,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Silver,Gray,True,WDDKJ6FB7HF357806,22620238,6850
2021,Dodge,Durango SXT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Billet Clearcoat,Black,True,1C4RDJAG7MC626324,PMC626324,6851
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBGXKC729786,PKC729786,6852
2019,Land,Rover Range Rover 3.0L V6 Supercharged HSE,4WD,17,23,Gasoline,Automatic,V6,Fuji White,Almond / Espresso / Ivory,True,SALGS2SV6KA544070,KA544070,6853
2021,Jeep,Wrangler Unlimited Sport,4WD,17,23,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,Sarge Green Clearcoat,Black,True,1C4HJXDM3MW589280,MW589280,6854
2018,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Florett Silver Metallic,Pistachio Beige,True,WA1LAAF76JD040267,040267,6855
2017,Gmc,Acadia SLT-1,FWD,21,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Ebony Twilight Metallic,Jet Black,True,1GKKNMLS6HZ235142,HZ235142T,6856
2018,Cadillac,XT5 Luxury,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Stellar Black Metallic,Jet Black,True,1GYKNDRS6JZ210308,4210308,6857
2019,Ford,Explorer XLT,4WD,16,22,Gasoline,Automatic,V6 Cylinder Engine,White Platinum Metallic Tri-Coat,Ebony Black,True,1FM5K8D81KGA08774,U579553A,6858
2019,Audi,Q8 3.0T Premium,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Glacier White Metallic,Saiga Beige,True,WA1AVAF12KD028707,KD028707T1,6859
2022,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Ruby Flare Pearl,Light Gray,False,JTDEPMAE8NJ202539,UJ202539,6860
2021,Toyota,Tacoma SR,RWD,20,23,Gasoline,Automatic,2.7L I4 16V MPFI DOHC,Gray,Cement,False,3TYAX5GN5MT032044,U032044,6861
2019,Mazda,CX-5 Grand Touring,FWD,25,31,Gasoline,Automatic,2.5L I4 16V,Machine Gray Metallic,Parchment,True,JM3KFADM6K1513137,U1513137,6862
2019,Ram,1500 Classic SLT,RWD,17,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Granite Crystal Clearcoat Metallic,Black,True,1C6RR6LT1KS698056,KS698056P,6863
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Celestite,Black,True,5YFEPRAE9LP115853,LP11585P,6864
2019,Ford,Expedition Platinum,4WD,17,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Ruby Red Metallic Tinted Clearcoat,Â,True,1FMJU1MT5KEA37887,KEA37887,6865
2017,Lexus,GS 350 F Sport,RWD,19,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Liquid Platinum,Black,True,JTHBZ1BL4HA008425,T008425,6866
2019,Nissan,Versa 1.6 SV,FWD,31,39,Gasoline,CVT,4 Cylinder Engine,Fresh Powder,Charcoal,True,3N1CN7AP4KL850984,850984,6867
2020,Chevrolet,Blazer 2LT,FWD,21,28,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Silver Ice Metallic,Jet Black,False,3GNKBCRS9LS654623,LS654623,6868
2020,Nissan,Rogue S,FWD,26,33,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Caspian Blue,Charcoal,False,5N1AT2MT9LC801164,LC801164,6869
2019,Mercedes-Benz,C-Class C 300 4MATIC,AWD,22,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Tan,True,55SWF8EB5KU290305,U290305A,6870
2019,Ford,Expedition Limited,RWD,17,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Â,Â,True,1FMJU1KT4KEA10201,22273A,6871
2018,Ford,F-150 Lariat,4WD,19,24,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,Lead Foot,Black,True,1FTEW1EG2JFC16060,URD325,6872
2015,Ford,Escape Titanium,4WD,21,0,Gasoline,Automatic,2.0L,Grey,Black,True,1FMCU9J9XFUC11576,10942,6873
2018,Infiniti,QX60 Base,FWD,20,27,Gasoline,CVT,3.5L V6 24V MPFI DOHC,White,Graphite,True,5N1DL0MN1JC503692,TJC503692,6874
2019,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Starfire Pearl,Ivory,True,JTJBM7FX5K5232591,W27055A,6875
2018,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Silver Lining Metallic,Sepia,True,JTJBM7FX8J5184549,J5184549,6876
2020,Ram,1500 Limited,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,1C6SRFHT4LN397730,LN397730,6877
2019,Toyota,Camry LE,FWD,28,39,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Celestial Silver Metallic,Black,True,4T1B11HK6KU804960,54525,6878
2018,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Carrara White,Pistachio Beige,True,WA1LAAF75JD048795,JD048795,6879
2020,Gmc,Sierra 1500 Denali,4WD,16,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,Red Quartz Tintcoat,Jet Black,True,1GTU9FEL4LZ204880,M11729A,6880
2019,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,WDC0G4KB5KV187933,P14905,6881
2019,Alfa,Romeo Giulia Base,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Alfa White,Black,True,ZARFANAN5K7612709,12105A,6882
2019,Gmc,Terrain Denali,AWD,21,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Summit White,Jet Black,True,3GKALXEX3KL110903,LP7284R,6883
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Fuji White,Light Oyster / Ebony,True,SALYL2EX9KA235255,Z3610,6884
2020,Mitsubishi,Outlander SEL,FWD,25,30,Gasoline,CVT,2.4L I4 16V MPFI SOHC,Alloy Silver Metallic,Charcoal,True,JA4AD3A39LZ018929,P14002,6885
2019,Dodge,Challenger SXT,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Maximum Steel Metallic,Black,True,2C3CDZAG0KH676937,P15295,6886
2021,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,1C6SRFJT6MN557862,B220357BB,6887
2021,Jeep,Wrangler Unlimited Sport,4WD,17,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,1C4HJXDG3MW782765,P7611A,6888
2020,Mercedes-Benz,GLE 350 Base 4MATIC,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,4JGFB4KB6LA047599,37402A,6889
2020,Subaru,Crosstrek Premium,AWD,27,33,Gasoline,CVT,2.0L H4 16V GDI DOHC,Sunshine Orange,Black,False,JF2GTAEC6LH209622,P5044,6890
2016,Chevrolet,Equinox LTZ,FWD,22,32,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Mosaic Black Metallic,Jet Black,True,2GNALDEK6G1170138,4126727A,6891
2016,Honda,HR-V EX-L w/Navigation,FWD,28,35,Gasoline,CVT,1.8L I4 16V MPFI SOHC,Mulberry Metallic,Â,True,3CZRU5H7XGM742742,GM742742,6892
2019,Chevrolet,Silverado 1500 Custom,4WD,15,20,Gasoline,Automatic,4.3L V6 12V GDI OHV,Northsky Blue Metallic,Black,False,3GCPYBEH8KG221961,KG221961,6893
2021,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Nightfall Mica,Sepia,True,JTJAM7BX4M5280717,A2180P,6894
2019,Volkswagen,Atlas 3.6L SE w/Technology,AWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Pacific Blue,Titan Black,True,1V2UR2CA2KC507103,V22-323A,6895
2018,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mediterranean Blue Metallic,Black,True,WBXYJ5C34JEF81290,P43236,6896
2019,Buick,Envision Essence,FWD,22,29,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Bronze Alloy Metallic,Light Neutral,False,LRBFXCSA4KD141029,220472A,6897
2020,Ford,EcoSport SE,FWD,27,29,Gasoline,Automatic,1.0L I3 12V GDI DOHC Turbo,Smoke Metallic,Ebony Black,True,MAJ3S2GE6LC370818,FTN2370A,6898
2019,Ford,Edge Titanium,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ingot Silver Metallic,Ebony,True,2FMPK3K96KBB53761,PKBB53761,6899
2019,Cadillac,Escalade Luxury,4WD,14,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Black Raven,Â,True,1GYS4BKJ3KR351993,P5543,6900
2019,Ford,Escape Titanium,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Magnetic Metallic,Charcoal Black,True,1FMCU9J93KUA76306,422786A,6901
2021,Chevrolet,Traverse LT Cloth,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Mosaic Black Metallic,Jet Black,True,1GNEVGKW9MJ132859,YMJ132859,6902
2021,Subaru,Forester Premium,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Ice Silver Metallic,Black,False,JF2SKAJC6MH413244,PP413244,6903
2014,Mercedes-Benz,S-Class S 550,RWD,17,25,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,Black,Espresso Brown,True,WDDUG8CB3EA065490,PMCP200010A,6904
2019,Nissan,Titan SV,4WD,15,21,Gasoline,Automatic,5.6L V8 32V GDI DOHC,Gun Metallic,Black,True,1N6AA1E55KN509662,P509662,6905
2019,Chevrolet,Trax LT,AWD,24,29,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Satin Steel Metallic,Jet Black,True,KL7CJPSB9KB879732,CW22Z1232,6906
2017,Mercedes-Benz,C-Class C 300,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Tan,True,55SWF4KB9HU203060,22678280,6907
2019,Honda,CR-V EX,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,True,7FARW2H51KE036046,HC22L054,6908
2015,Jeep,Grand Cherokee Laredo,4WD,17,24,Flex Fuel,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,Gray,Black,True,1C4RJFAG5FC133833,22470016,6909
2019,Ford,F-150 Lariat,RWD,20,26,Diesel,Automatic,3.0L V6 24V DI DOHC Turbo Diesel,Magnetic,Black,True,1FTFW1C17KFC61905,DB24736A,6910
2021,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Starfire Pearl,Sepia,True,JTJAM7BX6M5277057,P5277057,6911
2019,Volvo,XC90 T6 Momentum,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Blue,Â,True,YV4A22PK8K1443332,G1K0009,6912
2021,Toyota,RAV4 XLE Premium,FWD,28,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Midnight Black Metallic,Black,True,2T3C1RFV0MC167916,23811,6913
2021,Chevrolet,Silverado 1500 Custom,4WD,19,22,Gasoline,Automatic,4.3L V6 GDI OHV,Shadow Gray Metallic,Black,True,3GCPYBEHXMG173172,N294A,6914
2021,Toyota,Tundra Limited,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,Midnight Black Metallic,Black,False,5TFHY5F15MX026602,PC7705A,6915
2020,Dodge,Durango R/T,AWD,14,22,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Reactor Blue Pearlcoat,Red / Black,True,1C4SDJCT8LC285817,K14421B,6916
2020,Toyota,Sienna XLE,AWD,18,24,Gasoline,Automatic,3.5L V6 24V PDI DOHC,White,Gray,True,5TDDZ3DC0LS229745,23067623,6917
2018,Mercedes-Benz,E-Class E 300,RWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gray Metallic,Â,True,WDDZF4JB2JA307152,JA307152,6918
2020,Dodge,Charger Scat Pack,RWD,15,24,Gasoline,Automatic,6.4L V8 16V MPFI OHV,Frostbite,Black,True,2C3CDXGJ6LH192683,N147984A,6919
2021,Chevrolet,Silverado 1500 WT,RWD,16,21,Gasoline,Automatic,4.3L V6 12V GDI OHV,Summit White,Â,True,1GCPWAEHXMZ372559,MZ372559,6920
2019,Jeep,Compass Latitude,4WD,22,31,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,Granite Crystal Clearcoat Metallic,Black,True,3C4NJDBB7KT674810,AM674810T,6921
2019,Volvo,XC90 T6 Inscription,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Gray Metallic,Charcoal,False,YV4A22PL6K1464107,99357Y,6922
2019,Nissan,Rogue SL,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Midnight Pine Metallic,Beige,False,5N1AT2MVXKC810259,3220768,6923
2015,Buick,Enclave Premium,AWD,16,22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Iridium Metallic,Ebony,True,5GAKVCKD6FJ138660,W3232T,6924
2019,Mercedes-Benz,GLA 250 Base 4MATIC,AWD,23,31,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,Polar White,Black,True,WDCTG4GB0KJ599707,P03829,6925
2019,Acura,RDX Technology Package,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Ebony,False,5J8TC2H5XKL030478,DG8520,6926
2019,Ford,Escape SE,4WD,22,28,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Ingot Silver,Charcoal Black,True,1FMCU9GD2KUA57449,WR11127,6927
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Sonic Silver Metallic,Black,True,JM3KFBDM9K0672195,62949A,6928
2019,Mercedes-Benz,GLA 250 Base 4MATIC,AWD,23,31,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,White,Beige,False,WDCTG4GB2KJ631508,TKJ631508,6929
2020,Cadillac,Escalade Platinum,4WD,14,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Black Raven,Jet Black,True,1GYS4DKJ8LR281288,P2252,6930
2019,Audi,A6 55 Premium,AWD,22,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Ibis White,Black,True,WAUK2AF2XKN074577,A220700A,6931
2018,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Burgundy,Gray,True,5UXTR9C55JLA13911,22669329,6932
2019,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mineral Gray Metallic,Magma Red,False,WBXYJ5C59KEF83636,KEF83636L,6933
2016,Porsche,Cayman GT4,RWD,18,23,Gasoline,Manual,3.8L H6 24V GDI DOHC,Sapphire Blue Metallic,Black,True,WP0AC2A89GK197535,TGK197535,6934
2019,Toyota,RAV4 LE,FWD,26,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Magnetic Gray Metallic,Black,False,JTMH1RFV9KJ011695,221442A,6935
2021,Subaru,Outback Premium,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Abyss Blue Pearl,Gray,True,4S4BTADC2M3125852,23008114,6936
2021,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,1C4RJFBG8MC599848,PMC599848,6937
2019,Lexus,RX 350L Premium,AWD,18,25,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Gray,Gray,True,JTJDZKCAXK2017528,K2017528,6938
2020,Kia,Telluride SX,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Dark Moss,Black,False,5XYP5DHC7LG070602,LG070602,6939
2021,Toyota,4Runner Limited,4WD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Gray,Black,True,JTEKU5JR8M5882742,22433810,6940
2020,Volvo,V60 Cross Country T5,AWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Fusion Red Metallic,Charcoal,False,YV4102WK1L1031293,P22160,6941
2019,Subaru,Outback 2.5i Premium,AWD,25,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Ice Silver Metallic,Black,False,4S4BSAFC1K3292099,K3292099,6942
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Soul Red Crystal Metallic,Parchment,True,JM3KFBDM5K0670718,P2142,6943
2020,Mitsubishi,Outlander SEL,4WD,24,29,Gasoline,CVT,2.4L I4 16V MPFI SOHC,Diamond Red,Black,True,JA4AZ3A30LZ023700,U31191,6944
2018,Ford,Focus SE,FWD,26,38,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Flexible Fuel,Ingot Silver Metallic,Charcoal Black,True,1FADP3K24JL262123,JL262123,6945
2020,Ford,Expedition XLT,4WD,17,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Magnetic,Ebony,True,1FMJU1JT5LEA52413,Y17607A,6946
2021,Jeep,Wrangler Unlimited Rubicon,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Clearcoat,Black,True,1C4HJXFN3MW598079,5141351A,6947
2018,Ford,Escape SE,FWD,23,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Magnetic Metallic,Â,True,1FMCU0GD6JUD28703,JUD28703,6948
2019,Ford,Escape Titanium,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White Platinum Tri-Coat Metallic,Charcoal Black,True,1FMCU0J94KUC58205,EP88217A,6949
2020,Honda,Odyssey EX-L,FWD,19,28,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Modern Steel Metallic,Mocha,True,5FNRL6H73LB033812,B033812,6950
2019,Land,Rover Range Rover Velar P250 S,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Fuji White,Ebony / Ebony,True,SALYB2EX2KA201502,PKA201502,6951
2021,Bmw,X3 sDrive30i,RWD,25,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Jet Black,Oyster,False,5UXTY3C09M9G31268,5142645,6952
2016,Nissan,Sentra S,FWD,29,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Black,Charcoal,True,3N1AB7AP2GY290361,GY290361A,6953
2017,Chevrolet,Corvette Grand Sport,RWD,16,25,Gasoline,Automatic,6.2L V8 16V GDI OHV,Watkins Glen Gray Metallic,Jet Black,True,1G1YY2D70H5115218,15218M,6954
2021,Chevrolet,Tahoe Z71,4WD,16,20,Gasoline,Automatic,5.3L V8 16V GDI OHV,Summit White,Black,True,1GNSKPKD9MR438939,T5204A,6955
2020,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Graphite Gray Metallic,Magma Gray,False,W1N0G8EB4LF810360,P7186,6956
2019,Audi,A4 2.0T Titanium Premium,FWD,27,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Brilliant Black,Nougat Brown / Black,True,WAUGMAF44KN021259,5142775A,6957
2017,Mercedes-Benz,E-Class E 300 4MATIC Sport,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,WDDZF4KB1HA188180,HA188180,6958
2019,Lincoln,MKC Reserve,AWD,19,25,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,Iced Mocha Metallic,Cappuccino,True,5LMTJ3DH3KUL29582,1A220102,6959
2020,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,Sonic Silver Metallic,Black,True,JM3KFBDM4L0743823,14BT956P,6960
2020,Ford,F-150 Lariat,4WD,18,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Silver,Black,True,1FTEW1E59LKF10029,P8940A,6961
2021,Toyota,Tacoma SR5,4WD,18,22,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,5TFCZ5AN2MX245454,P18269A,6962
2017,Hyundai,Santa Fe Sport 2.4L,FWD,21,27,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Frost White Pearl,Beige,True,5NMZU3LB0HH000828,P5761A,6963
2021,Hyundai,Santa Fe SEL,AWD,22,25,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Portofino Gray,Â,True,5NMS2DAJ9MH365624,MH365624,6964
2020,Chevrolet,Trax LT,AWD,24,29,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Mosaic Black Metallic,Jet Black,True,KL7CJPSB4LB050519,JP1461,6965
2007,Chevrolet,Tahoe LTZ,4WD,15,21,Flex Fuel,Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,Black,Ebony,True,1GNFK13087R102682,G20507U,6966
2021,Audi,Q3 45 S line Premium,AWD,20,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Chronos Gray Metallic,Black,True,WA1DECF39M1029271,AP10532,6967
